title,price_ngn,listing_type,area,neighbourhood,address,bedrooms,bathrooms,toilets,property_type,description,pid,date_added,last_updated,source_url,price_million_ngn,price_formatted
3 Bedroom Flat,60000000,Sale,Lokogoma,Lokogoma,Grenadine Estate Close To Ipent 3 Lokogoma Abuja,3,3,4,Flat/Apartment,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",3NCFC,2025-06-18,2026-04-24,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-grenadine-estate-close-to-ipent-3-lokogoma-abuja-3NCFC,60.0,"₦60,000,000"
Newly Built 2 Bedroom Duplex,95000000,Sale,Lokogoma,Lokogoma,By Urban Shelter Lokogoma Abuja,2,2,3,Detached Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",5NZUV,2026-01-14,2026-04-24,https://www.propertypro.ng/property/2-bedroom-house-for-sale-by-urban-shelter-lokogoma-abuja-5NZUV,95.0,"₦95,000,000"
4 Bedroom Detached Duplex,235000000,Sale,Lokogoma,Lokogoma,Close To Ipent 3 Lokogoma Abuja,4,4,5,Detached Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",0NLME,2025-08-28,2026-04-24,https://www.propertypro.ng/property/4-bedroom-house-for-sale-close-to-ipent-3-lokogoma-abuja-0NLME,235.0,"₦235,000,000"
3 Bedroom Bungalow With Boys Quarters,180000000,Sale,Lokogoma,Lokogoma,"An Estate Opposite Sunnyvale Estate, Lokogoma Abuja",3,3,4,Bungalow,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",6NLUL,2025-08-31,2026-04-24,https://www.propertypro.ng/property/3-bedroom-house-for-sale-an-estate-opposite-sunnyvale-estate-lokogoma-abuja-6NLUL,180.0,"₦180,000,000"
Standard 3 Bedroom Flat With A Bq,120000000,Sale,Galadimawa,Galadimawa,"Brains And Hammers Estate, Galadimawa Abuja",3,3,4,Flat/Apartment,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",3PCDY,2026-02-05,2026-04-24,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-brains-and-hammers-estate-galadimawa-abuja-3PCDY,120.0,"₦120,000,000"
Luxurious 4 Bedroom Detached Duplex With Bq/Pool,480000000,Sale,Galadimawa,Galadimawa,"Close To Sunnyvale Estate, Galadimawa Abuja",5,5,6,Detached Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",3NRPC,2025-10-15,2026-04-24,https://www.propertypro.ng/property/5-bedroom-house-for-sale-close-to-sunnyvale-estate-galadimawa-abuja-3NRPC,480.0,"₦480,000,000"
Luxurious 4Bedroom Detached Duplex +2Rooms Bq,295000000,Sale,Galadimawa,Galadimawa,Gadimawa Galadimawa Abuja,4,5,6,Detached Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",8PJSG,2026-04-02,2026-04-24,https://www.propertypro.ng/property/4-bedroom-house-for-sale-gadimawa-galadimawa-abuja-8PJSG,295.0,"₦295,000,000"
Standard 3 Bedroom Penthouse,150000000,Sale,Galadimawa,Galadimawa,"Close To Standard Estate, Galadimawa Abuja",3,3,4,House,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",6PFJA,2026-03-03,2026-04-24,https://www.propertypro.ng/property/3-bedroom-house-for-sale-close-to-standard-estate-galadimawa-abuja-6PFJA,150.0,"₦150,000,000"
5 Bedroom Flat With A Bq,370000000,Sale,Galadimawa,Galadimawa,Galadimawa Abuja,5,4,6,Flat/Apartment,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",0NBEK,2025-06-07,2026-04-24,https://www.propertypro.ng/property/5-bedroom-house-for-sale-galadimawa-abuja-0NBEK,370.0,"₦370,000,000"
Newly Built 2 Bedroom Flat,80000000,Sale,Galadimawa,Galadimawa,"Close To Brains And Hammers Estate, Galadimawa Abuja",2,2,3,Flat/Apartment,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",2PEZS,2026-02-28,2026-04-24,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-sale-close-to-brains-and-hammers-estate-galadimawa-abuja-2PEZS,80.0,"₦80,000,000"
Standard 4 Bedroom Duplex,120000000,Sale,Galadimawa,Galadimawa,Brains And Hammers Estate Galadimawa Abuja,4,4,5,Detached Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",5NJLW,2025-08-10,2026-04-24,https://www.propertypro.ng/property/4-bedroom-house-for-sale-brains-and-hammers-estate-galadimawa-abuja-5NJLW,120.0,"₦120,000,000"
Newly Built Serviced 3 Bedroom Flat,120000000,Sale,Galadimawa,Galadimawa,Tarred Road Galadimawa Abuja,3,3,4,Flat/Apartment,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",2NKFU,2025-08-18,2026-04-24,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-tarred-road-galadimawa-abuja-2NKFU,120.0,"₦120,000,000"
Newly Built 5 Bedroom With Bq,260000000,Sale,Galadimawa,Galadimawa,In An Estate Galadimawa Abuja,5,5,6,House,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",9PMAV,2026-04-24,2026-04-24,https://www.propertypro.ng/property/5-bedroom-house-for-sale-in-an-estate-galadimawa-abuja-9PMAV,260.0,"₦260,000,000"
Newly Built 4 Bedroom Detached Duplex With Two Bq,170000000,Sale,Galadimawa,Galadimawa,Behind Suncity Estate Galadimawa Abuja,4,4,5,Detached Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",5NJKU,2025-08-10,2026-04-24,https://www.propertypro.ng/property/4-bedroom-house-for-sale-behind-suncity-estate-galadimawa-abuja-5NJKU,170.0,"₦170,000,000"
5 Bedroom Duplex With Bq For Sale Near Suncity Estate,250000000,Sale,Galadimawa,Galadimawa,"Behind Suncity Estate, Galadimawa Abuja",5,7,7,Detached Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",1PHPX,2026-03-23,2026-04-24,https://www.propertypro.ng/property/5-bedroom-house-for-sale-behind-suncity-estate-galadimawa-abuja-1PHPX,250.0,"₦250,000,000"
Carcass 4 Bedroom Duplex With Bq For Sale Near Suncity,180000000,Sale,Galadimawa,Galadimawa,"Behind Suncity Estate, Galadimawa Abuja",4,7,7,Detached Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",5PHPU,2026-03-23,2026-04-24,https://www.propertypro.ng/property/4-bedroom-house-for-sale-behind-suncity-estate-galadimawa-abuja-5PHPU,180.0,"₦180,000,000"
5 Bedroom Duplex With 2 Bq Rooms For Sale Near Suncity,300000000,Sale,Galadimawa,Galadimawa,"Behind Suncity Estate, Galadimawa Abuja",5,7,7,Detached Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",7PHPW,2026-03-23,2026-04-24,https://www.propertypro.ng/property/5-bedroom-house-for-sale-behind-suncity-estate-galadimawa-abuja-7PHPW,300.0,"₦300,000,000"
4 Bedroom Semi Detached Duplex,330000000,Sale,Galadimawa,Galadimawa,Opposite Suncity Galadimawa Abuja,5,5,6,Semi-Detached Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",2NMHY,2025-09-05,2026-04-24,https://www.propertypro.ng/property/5-bedroom-house-for-sale-opposite-suncity-galadimawa-abuja-2NMHY,330.0,"₦330,000,000"
3 Bedrooms Bungalow,170000000,Sale,Galadimawa,Galadimawa,Galadimawa Galadimawa Abuja,3,4,4,Bungalow,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",4PLLC,2026-04-18,2026-04-24,https://www.propertypro.ng/property/3-bedroom-house-for-sale-galadimawa-galadimawa-abuja-4PLLC,170.0,"₦170,000,000"
3 Bedroom Apartment With Bq,125000000,Sale,Galadimawa,Galadimawa,Galadimawa Abuja,3,3,4,Flat/Apartment,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",4PCWN,2026-02-11,2026-04-24,https://www.propertypro.ng/property/3-bedroom-house-for-sale-galadimawa-abuja-4PCWN,125.0,"₦125,000,000"
4 Bedroom Semi Detached Duplex With Bq,225000000,Sale,Galadimawa,Galadimawa,Galadimawa Abuja,4,4,4,Semi-Detached Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",0PCWM,2026-02-11,2026-04-24,https://www.propertypro.ng/property/4-bedroom-house-for-sale-galadimawa-abuja-0PCWM,225.0,"₦225,000,000"
4 Bedroom Terrace Duplex With Bq,185000000,Sale,Galadimawa,Galadimawa,Galadimawa Abuja,4,4,4,Terraced Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",6PCWN,2026-02-11,2026-04-24,https://www.propertypro.ng/property/4-bedroom-house-for-sale-galadimawa-abuja-6PCWN,185.0,"₦185,000,000"
5 Bedroom Detached Duplex With Bq,290000000,Sale,Galadimawa,Galadimawa,Galadimawa Abuja,5,5,4,Detached Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",6PCWM,2026-02-11,2026-04-24,https://www.propertypro.ng/property/5-bedroom-house-for-sale-galadimawa-abuja-6PCWM,290.0,"₦290,000,000"
4 Bedroom Terrace Duplex,120000000,Sale,Kubwa,Kubwa,Kubwa Abuja,4,4,3,Terraced Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",4PJAW,2026-03-27,2026-04-24,https://www.propertypro.ng/property/4-bedroom-house-for-sale-kubwa-abuja-4PJAW,120.0,"₦120,000,000"
2 Bedroom Terrace Duplex,85000000,Sale,Kubwa,Kubwa,Kubwa Abuja,2,2,3,Terraced Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",3PJAX,2026-03-27,2026-04-24,https://www.propertypro.ng/property/2-bedroom-house-for-sale-kubwa-abuja-3PJAX,85.0,"₦85,000,000"
3 Bedroom Terrace Duplex,95000000,Sale,Kubwa,Kubwa,Kubwa Abuja,3,3,3,Terraced Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",1PJAX,2026-03-27,2026-04-24,https://www.propertypro.ng/property/3-bedroom-house-for-sale-kubwa-abuja-1PJAX,95.0,"₦95,000,000"
3 Bedroom Bungalow,85000000,Sale,Kubwa,Kubwa,"Kubwa, Abuja Kubwa Abuja",3,4,4,Bungalow,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",2PHAW,2026-03-18,2026-04-24,https://www.propertypro.ng/property/3-bedroom-house-for-sale-kubwa-abuja-kubwa-abuja-2PHAW,85.0,"₦85,000,000"
Newly Built 4 Bedroom Semi Detached Duplex,120000000,Sale,Kubwa,Kubwa,"Estate , F01 Fo1 Layout Kubwa Abuja",4,5,5,Semi-Detached Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",8PHXT,2026-03-26,2026-04-24,https://www.propertypro.ng/property/4-bedroom-house-for-sale-estate-f01-fo1-layout-kubwa-abuja-8PHXT,120.0,"₦120,000,000"
Newly Built 2 Bedroom Flat,75000000,Sale,Kubwa,Kubwa,F01 Tarred Road Kubwa Abuja,2,3,3,Flat/Apartment,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",2PLEF,2026-04-16,2026-04-24,https://www.propertypro.ng/property/2-bedroom-house-for-sale-f01-tarred-road-kubwa-abuja-2PLEF,75.0,"₦75,000,000"
Newly Built 2 Bedroom Flat,40000000,Sale,Kubwa,Kubwa,Estate Kubwa Fo1 Layout Kubwa Abuja,2,3,3,Flat/Apartment,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",7PJDE,2026-03-28,2026-04-24,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-sale-estate-kubwa-fo1-layout-kubwa-abuja-7PJDE,40.0,"₦40,000,000"
Blocks Of Flats,180000000,Sale,Kubwa,Kubwa,Kubwa Abuja,6,10,10,Flat/Apartment,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",7PGWU,2026-03-17,2026-04-24,https://www.propertypro.ng/property/6-bedroom-house-for-sale-kubwa-abuja-7PGWU,180.0,"₦180,000,000"
4 Bedroom Flat,130000000,Sale,Kubwa,Kubwa,Around Game Village Kubwa Abuja,4,4,5,Flat/Apartment,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",7NDGX,2025-06-25,2026-04-24,https://www.propertypro.ng/property/4-bedroom-house-for-sale-around-game-village-kubwa-abuja-7NDGX,130.0,"₦130,000,000"
3 Bedrooms Bungalow,40000000,Sale,Kubwa,Kubwa,Kagini Opposite Arab Road Kubwa Abuja,3,4,4,Bungalow,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",3PLLW,2026-04-19,2026-04-24,https://www.propertypro.ng/property/3-bedroom-house-for-sale-kagini-opposite-arab-road-kubwa-abuja-3PLLW,40.0,"₦40,000,000"
2 Bedroom Flat,45000000,Sale,Kubwa,Kubwa,Kubwa F01 Kubwa Abuja,2,3,3,Flat/Apartment,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",9NYCD,2025-12-22,2026-04-24,https://www.propertypro.ng/property/2-bedroom-house-for-sale-kubwa-f01-kubwa-abuja-9NYCD,45.0,"₦45,000,000"
Newly Built And Spacious 3 Bedroom Apartment,125000000,Sale,Dawaki,Dawaki,News Engineering Dawaki Dawaki Abuja,3,3,4,Flat/Apartment,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",4NVJM,2025-11-22,2026-04-24,https://www.propertypro.ng/property/3-bedroom-house-for-sale-news-engineering-dawaki-dawaki-abuja-4NVJM,125.0,"₦125,000,000"
2 Bedroom Apartment,100000000,Sale,Dawaki,Dawaki,New Engineering Dawaki Dawaki Abuja,2,2,3,Flat/Apartment,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",7NVJQ,2025-11-22,2026-04-24,https://www.propertypro.ng/property/2-bedroom-house-for-sale-new-engineering-dawaki-dawaki-abuja-7NVJQ,100.0,"₦100,000,000"
Spacious 2 Bedroom Flat,63000000,Sale,Dawaki,Dawaki,"Dawaki Opposite Gwarinpa, Dawaki Abuja",2,3,3,Flat/Apartment,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",5PHZP,2026-03-26,2026-04-24,https://www.propertypro.ng/property/2-bedroom-house-for-sale-dawaki-opposite-gwarinpa-dawaki-abuja-5PHZP,63.0,"₦63,000,000"
5 Bedrooms Duplex Duplex,140000000,Sale,Dawaki,Dawaki,Dawaki Dawaki Abuja,5,6,6,Detached Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",2PJSK,2026-04-02,2026-04-24,https://www.propertypro.ng/property/5-bedroom-house-for-sale-dawaki-dawaki-abuja-2PJSK,140.0,"₦140,000,000"
3 Bedroom Apartment,65000000,Sale,Dawaki,Dawaki,Dawaki Abuja,3,3,3,Flat/Apartment,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",1PEGS,2026-02-23,2026-04-24,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-dawaki-abuja-1PEGS,65.0,"₦65,000,000"
5 Bedroom Terrace Duplex,250000000,Sale,Dawaki,Dawaki,Dawaki Dawaki Abuja,5,5,3,Terraced Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",0PFDB,2026-03-02,2026-04-24,https://www.propertypro.ng/property/5-bedroom-house-for-sale-dawaki-dawaki-abuja-0PFDB,250.0,"₦250,000,000"
4 Bedroom Terrace Duplex With Bq,300000000,Sale,Dawaki,Dawaki,Dawaki Abuja,4,4,3,Terraced Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",5PEFV,2026-02-23,2026-04-24,https://www.propertypro.ng/property/4-bedroom-house-for-sale-dawaki-abuja-5PEFV,300.0,"₦300,000,000"
5 Bedroom Fully Detached Duplex Carcass For Sale,140000000,Sale,Dawaki,Dawaki,Dawaki Abuja,5,5,5,Detached Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",1PJVE,2026-04-03,2026-04-24,https://www.propertypro.ng/property/5-bedroom-house-for-sale-dawaki-abuja-1PJVE,140.0,"₦140,000,000"
Twin 3 Bedroom Semi Detached Duplex,150000000,Sale,Dawaki,Dawaki,"Trans Engineering 1 Estate, Dawaki Abuja",3,3,4,Semi-Detached Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",5NNFA,2025-09-14,2026-04-24,https://www.propertypro.ng/property/3-bedroom-house-for-sale-trans-engineering-1-estate-dawaki-abuja-5NNFA,150.0,"₦150,000,000"
4 Bedroom Flat,250000000,Sale,Dawaki,Dawaki,Dawaki New Engineering Tarred Road Dawaki Abuja,4,5,3,Flat/Apartment,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",3NXZY,2025-12-21,2026-04-24,https://www.propertypro.ng/property/4-bedroom-house-for-sale-dawaki-new-engineering-tarred-road-dawaki-abuja-3NXZY,250.0,"₦250,000,000"
Newly Built 4 Bedroom Terrace Duplex With Bq,250000000,Sale,Dawaki,Dawaki,Dawaki Abuja,4,4,5,Terraced Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",5NYRG,2026-01-02,2026-04-24,https://www.propertypro.ng/property/4-bedroom-house-for-sale-dawaki-abuja-5NYRG,250.0,"₦250,000,000"
